,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,ExterQual_Ex,ExterQual_TA,BsmtQual_Ex,BsmtFinType1_GLQ,KitchenQual_Ex,KitchenQual_TA,FireplaceQu_nan,GarageFinish_Fin,GarageFinish_Unf
236,7,2004,2004,98.0,24,1414,1414,1414,2,6,0,2004.0,2,494,0,0,0,1,0,0,1,0,0
237,7,1993,2003,0.0,402,996,1014,1744,2,7,0,1993.0,2,457,0,0,0,0,0,0,1,0,0
238,8,2007,2007,254.0,0,1694,1694,1694,2,7,0,2007.0,3,818,1,0,1,0,0,0,1,1,0
239,6,1945,1950,0.0,94,735,798,1487,1,7,1,1949.0,1,220,0,1,0,0,0,1,0,0,1
240,8,2008,2008,36.0,1078,1566,1566,1566,2,7,0,2008.0,2,750,0,0,0,1,0,0,1,0,0
241,5,1945,1997,0.0,329,686,866,866,1,4,0,1978.5061638868744,0,0,0,1,0,0,0,0,1,0,0
242,5,1900,1950,0.0,0,540,889,1440,1,6,0,1940.0,1,352,0,1,0,0,0,1,1,0,1
243,6,1980,1980,0.0,0,626,626,1217,1,6,1,1980.0,1,288,0,1,0,0,0,1,0,0,0
244,7,1994,2002,0.0,695,948,1222,2110,2,8,2,1994.0,2,463,0,0,0,1,0,0,0,0,0
245,7,1988,1988,102.0,929,1845,1872,1872,2,6,1,1988.0,2,604,0,1,0,1,0,1,0,1,0
246,6,1910,1950,0.0,0,1020,908,1928,2,9,0,1910.0,1,440,0,1,0,0,0,0,1,0,1
247,6,1954,1954,0.0,0,1367,1375,1375,1,5,1,1954.0,2,451,0,1,0,0,0,1,0,0,1
248,7,2003,2003,101.0,0,840,840,1668,2,8,0,2003.0,2,500,0,0,0,0,0,0,1,0,0
249,3,1940,1966,0.0,0,728,1306,1306,1,6,0,1978.5061638868744,0,0,0,1,0,0,0,0,1,0,0
250,8,2006,2007,481.0,1573,1573,1625,1625,2,5,1,2006.0,2,538,0,0,0,1,0,0,0,1,0
251,6,2004,2004,0.0,0,798,798,1640,2,6,0,2004.0,2,520,0,0,0,0,0,0,1,0,0
252,6,1964,1991,108.0,270,1302,1302,1302,2,7,0,1964.0,1,309,0,1,0,0,0,0,1,0,0
253,5,1957,1957,0.0,922,1314,1314,1314,1,5,0,1957.0,1,294,0,1,0,0,0,1,1,0,0
254,7,1999,1999,302.0,0,975,1005,2291,2,8,1,1999.0,2,429,0,0,0,0,0,0,0,1,0
255,6,2003,2003,0.0,503,864,864,1728,2,7,0,2003.0,2,673,0,0,0,0,0,0,1,0,0
256,7,2006,2006,180.0,1334,1604,1604,1604,2,8,1,2006.0,2,660,0,0,0,1,0,0,0,0,0
257,7,2001,2001,172.0,361,963,963,1792,2,7,1,2001.0,2,564,0,0,0,1,0,0,0,0,0
258,5,1956,1956,0.0,0,0,882,882,1,4,0,1956.0,1,308,0,1,0,0,0,1,1,0,1
259,6,1962,1962,399.0,672,1362,1382,1382,1,6,1,1991.0,2,884,0,1,0,0,0,1,0,0,1
260,8,2007,2007,270.0,0,1482,1482,2574,2,10,1,2007.0,3,868,0,0,1,0,1,0,0,1,0
261,6,1977,1995,46.0,506,506,1212,1212,1,6,1,1978.0,2,492,0,1,0,0,0,1,0,0,1
262,5,1929,2001,0.0,234,926,926,1316,1,6,0,1974.0,2,484,0,1,0,0,0,1,1,0,1
263,5,1925,2004,0.0,0,680,764,764,1,4,0,1965.0,2,504,0,1,0,0,0,1,1,0,1
264,6,1981,1981,210.0,588,1422,1422,1422,2,7,1,1981.0,2,576,0,1,0,1,0,0,0,1,0
265,6,1997,1997,0.0,714,802,802,1511,2,8,1,1997.0,2,413,0,1,0,1,0,1,0,1,0
266,5,1939,1997,0.0,378,720,1052,2192,2,8,1,1939.0,1,240,0,1,0,0,0,0,0,0,1
267,5,1940,1955,0.0,403,740,778,778,1,4,1,1966.0,1,924,0,1,0,0,0,1,0,1,0
268,6,1976,1976,174.0,751,1143,1113,1113,1,6,1,1987.0,1,504,0,1,0,0,0,1,0,0,0
269,8,2006,2006,0.0,0,1095,1095,1939,2,8,1,2006.0,3,1053,0,0,0,0,0,0,0,0,0
270,7,1954,2005,0.0,226,1385,1363,1363,1,5,2,1954.0,2,439,0,1,0,0,0,1,0,0,1
271,8,1999,2007,348.0,524,1152,1164,2270,2,9,1,1999.0,3,671,0,0,0,1,0,0,0,1,0
272,6,1958,1988,183.0,620,1240,1632,1632,2,6,1,1958.0,1,338,0,1,0,0,0,1,0,0,0
273,5,1982,1982,0.0,546,816,816,816,1,5,0,1982.0,1,264,0,1,0,0,0,1,1,0,1
274,7,1925,2007,0.0,0,952,952,1548,2,5,0,1978.0,2,672,0,0,0,0,1,0,1,0,1
275,7,2003,2003,0.0,0,1560,1560,1560,2,7,0,2003.0,2,573,0,0,1,0,0,0,1,1,0
276,4,1951,1951,0.0,120,864,864,864,1,4,0,1951.0,2,400,0,1,0,0,0,1,1,0,1
277,9,2006,2007,315.0,0,2121,2121,2121,2,8,1,2007.0,3,732,1,0,1,0,1,0,0,1,0
278,7,1977,1977,299.0,392,1160,1156,2022,2,8,1,1977.0,2,505,0,1,0,0,0,1,0,1,0
279,7,1989,1989,340.0,421,807,1175,1982,2,7,1,1989.0,2,575,0,0,0,1,0,0,0,1,0
280,6,2006,2006,68.0,905,1262,1262,1262,2,5,0,2006.0,2,572,0,0,0,1,0,0,1,1,0
281,7,2007,2008,166.0,904,1314,1314,1314,2,6,1,2008.0,2,626,0,0,0,1,0,0,0,0,0
282,8,2008,2009,72.0,0,1468,1468,1468,2,6,1,2008.0,3,898,0,0,0,0,0,0,0,1,0
283,6,1992,1992,0.0,430,1575,1575,1575,2,5,0,1992.0,2,529,0,0,0,1,0,0,1,0,0
284,7,2006,2007,0.0,0,625,625,1250,2,5,0,2006.0,2,528,0,0,0,0,0,0,1,0,0
285,6,1962,1981,0.0,600,912,1085,1734,1,7,1,1962.0,2,440,0,1,0,0,0,0,0,0,0
286,4,1971,1971,0.0,614,858,858,858,1,5,0,1978.5061638868744,0,0,0,1,0,0,0,1,1,0,0
287,5,1967,1967,31.0,450,882,900,900,1,5,0,1970.0,1,280,0,1,0,0,0,1,1,0,1
288,6,1915,2003,0.0,0,698,698,1396,1,7,0,2003.0,1,384,0,1,0,0,0,1,1,0,1
289,8,2006,2006,0.0,0,1079,1079,1919,2,8,1,2006.0,2,685,0,0,0,0,0,0,0,0,0
290,5,1912,2000,0.0,210,780,936,1716,2,9,0,1978.5061638868744,0,0,0,1,0,0,0,0,1,0,0
291,5,1949,2008,0.0,292,768,1148,1716,1,8,1,1949.0,1,281,0,1,0,0,0,1,0,0,1
292,7,1977,1994,34.0,795,795,1468,2263,2,9,1,1977.0,2,539,0,1,0,0,0,0,0,1,0
293,6,1953,1953,238.0,1285,1416,1644,1644,1,7,2,1953.0,2,418,0,1,0,1,0,1,0,1,0
294,6,1984,1984,0.0,819,1003,1003,1003,1,6,0,1984.0,2,588,0,1,0,1,0,1,1,0,1
295,5,1950,1950,0.0,420,910,910,1558,1,6,0,1950.0,1,282,0,1,0,0,0,1,1,0,1
296,7,1997,1998,1600.0,649,975,975,1950,2,7,1,1997.0,2,576,0,0,0,0,0,0,0,0,0
297,6,1968,1968,365.0,384,702,1041,1743,1,7,1,1968.0,2,539,0,0,0,0,0,1,0,0,1
298,6,1950,2004,0.0,0,1092,1152,1152,1,6,1,1950.0,1,300,0,1,0,0,0,0,0,0,1
299,5,1953,1953,56.0,841,1165,1336,1336,1,5,2,1953.0,1,375,0,1,0,0,0,1,0,0,1
300,8,1998,1999,0.0,281,1028,1210,2452,2,9,1,1998.0,2,683,0,0,0,1,0,0,0,1,0
301,7,2001,2002,150.0,0,1541,1541,1541,2,6,1,2001.0,3,843,0,0,0,0,0,0,0,0,0
302,5,1972,1972,0.0,894,894,894,894,1,5,0,1975.0,2,552,0,1,0,0,0,1,1,0,1
303,7,1880,2002,0.0,0,1470,1675,3493,3,10,1,2003.0,3,870,0,1,0,0,0,0,0,0,1
304,8,2004,2005,246.0,1464,2000,2000,2000,2,8,0,2004.0,3,888,0,0,0,1,0,0,1,1,0
305,7,1990,1991,246.0,700,700,1122,2243,2,8,1,1990.0,3,746,0,0,0,0,0,0,0,0,0
306,6,1920,1950,0.0,0,319,1035,1406,1,6,0,1978.5061638868744,0,0,0,1,0,0,0,0,1,0,0
307,4,1940,1950,0.0,262,861,861,861,1,4,0,1961.0,2,539,0,1,0,0,0,1,1,0,1
308,9,2003,2004,0.0,1274,1896,1944,1944,2,8,3,2003.0,3,708,0,0,1,1,1,0,0,1,0
309,6,1993,1994,112.0,518,697,697,1501,2,6,1,1993.0,2,420,0,1,0,0,0,0,0,1,0
310,6,1948,2002,0.0,680,972,972,972,1,5,1,1948.0,1,240,0,1,0,0,0,1,0,0,1
311,5,1939,1950,0.0,507,793,793,1118,1,5,1,1939.0,2,410,0,1,0,0,0,1,0,0,1
312,7,1925,1990,0.0,16,728,832,1641,1,6,1,1925.0,2,546,0,1,0,0,1,0,0,0,1
313,7,2004,2005,0.0,425,716,716,1432,2,6,1,2004.0,2,432,0,0,0,1,0,0,0,1,0
314,7,1980,1980,278.0,692,845,1153,2353,2,10,1,1983.0,2,484,0,0,0,1,1,0,0,0,0
315,8,2006,2006,0.0,0,1088,1088,1959,2,8,1,2006.0,3,1025,0,0,0,0,0,0,0,0,0
316,7,1993,1993,256.0,987,1347,1372,2646,2,9,1,1993.0,3,656,0,0,0,1,0,0,0,0,0
317,7,1980,1980,225.0,1036,1372,1472,1472,2,6,2,1980.0,2,588,0,1,0,1,0,1,0,0,1
318,9,2006,2006,370.0,0,1249,1249,2596,3,9,0,2006.0,3,840,0,1,1,0,0,0,1,0,0
319,8,2004,2004,388.0,970,1136,1136,2468,2,10,1,2004.0,3,872,0,0,1,1,0,0,0,1,0
320,7,1986,1987,172.0,28,1502,1553,2730,2,8,1,1987.0,2,576,0,0,0,0,0,0,0,1,0
321,3,1955,2005,0.0,256,1162,1163,1163,1,6,0,1955.0,1,220,0,1,0,0,0,1,1,0,1
322,7,1967,2007,300.0,0,710,1898,2978,2,11,1,1961.0,2,564,0,0,0,0,0,0,0,1,0
323,5,1941,1950,0.0,116,720,803,803,1,5,0,1941.0,2,360,0,1,0,0,0,1,1,0,1
324,8,1993,1993,0.0,1619,1719,1719,1719,1,6,2,1993.0,2,473,0,0,0,1,0,0,0,1,0
325,6,1960,1960,175.0,565,1383,1383,1383,1,7,0,1960.0,1,292,0,1,0,0,0,1,1,0,0
326,6,1916,1994,0.0,0,844,1445,2134,2,10,0,1930.0,2,441,0,1,0,0,0,0,1,0,1
327,5,1920,1950,0.0,0,596,596,1192,1,6,0,1920.0,1,189,0,1,0,0,0,1,1,0,1
328,5,1964,1964,84.0,40,1728,1728,1728,2,10,0,2002.0,1,352,0,1,0,1,0,1,1,0,1
329,5,1958,1992,0.0,846,1056,1056,1056,1,6,0,1958.0,1,308,0,1,0,0,0,1,1,0,0
330,8,2003,2004,296.0,1124,3206,1629,1629,2,7,1,2003.0,3,880,0,0,0,1,0,0,0,0,0
331,7,2004,2004,146.0,720,1358,1358,1358,2,6,1,2004.0,2,484,0,0,0,1,0,0,0,0,0
332,6,1998,1998,0.0,828,943,943,1638,2,7,2,1998.0,2,472,0,1,0,1,0,1,0,1,0
333,9,2005,2006,200.0,1249,1922,1922,1922,2,8,1,2005.0,3,676,0,0,1,1,0,0,0,1,0
334,7,2002,2003,113.0,810,1536,1536,1536,2,7,0,2002.0,2,532,0,0,0,1,0,0,1,0,0
335,7,1984,1998,0.0,213,1208,1621,1621,2,8,0,1984.0,2,440,0,0,0,0,0,0,1,0,0
336,6,1958,1998,176.0,585,1215,1215,1215,1,6,0,1958.0,1,297,0,1,0,0,0,1,1,0,1
337,8,2002,2002,0.0,0,967,993,1908,2,9,0,2002.0,2,431,0,0,0,0,0,0,1,1,0
338,4,1950,1950,0.0,0,721,841,841,1,4,0,1950.0,1,294,0,0,0,0,0,1,1,0,1
339,3,1949,1950,340.0,0,0,1040,1040,2,6,0,1949.0,2,400,0,1,0,0,0,1,1,0,1
340,9,2005,2005,616.0,28,1684,1684,1684,2,6,1,2005.0,2,564,1,0,1,1,1,0,0,0,0
341,5,1976,1976,0.0,129,536,536,1112,1,4,0,1976.0,1,336,0,1,0,0,0,1,1,0,1
342,6,1939,1950,0.0,0,972,972,1577,1,6,1,1939.0,1,312,0,1,0,0,0,0,0,0,1
343,6,1960,1998,0.0,498,958,958,958,1,5,0,1960.0,1,301,0,1,0,0,0,1,1,0,0
344,6,1960,1960,30.0,1270,1478,1478,1478,2,6,2,1960.0,2,498,0,1,0,0,0,1,0,0,1
345,7,2003,2004,106.0,573,764,764,1626,2,6,0,2003.0,2,474,0,0,0,1,0,0,1,0,0
346,9,2005,2006,870.0,1410,1848,1848,2728,2,10,2,2006.0,3,706,1,0,1,1,1,0,0,1,0
347,9,2007,2007,362.0,0,1869,1869,1869,2,6,1,2007.0,2,617,1,0,1,0,1,0,0,0,0
348,7,1986,1986,0.0,1082,1453,1453,1453,1,6,1,1986.0,2,445,0,1,0,1,0,0,0,0,0
349,5,1941,1950,0.0,236,616,616,1111,1,5,0,1941.0,1,200,0,1,0,0,0,1,1,0,1
350,6,1928,2003,0.0,0,624,720,720,1,5,0,2005.0,2,484,0,1,0,0,0,1,1,0,1
351,6,1940,2000,0.0,388,940,1192,1595,1,6,2,1940.0,1,240,0,1,0,0,0,1,0,0,1
352,6,1995,1995,0.0,334,1200,1200,1200,2,6,0,1995.0,2,521,0,0,0,0,0,0,1,0,0
353,6,1992,1992,106.0,560,1158,1167,1167,2,6,0,1992.0,2,400,0,1,0,1,0,0,1,0,0
354,5,1976,1976,0.0,874,1142,1142,1142,1,6,1,1976.0,2,528,0,1,0,0,0,1,0,1,0
355,5,1958,1958,120.0,300,1062,1352,1352,1,6,0,1958.0,1,288,0,1,0,0,0,0,1,0,1
356,8,1998,1998,530.0,956,1086,1086,1924,2,7,1,1998.0,2,592,0,0,0,1,0,0,0,0,0
357,6,1978,1978,0.0,773,888,912,912,1,5,1,1978.0,2,470,0,1,0,1,0,1,0,0,0
358,5,1940,1982,0.0,399,883,988,1505,1,8,0,1940.0,1,240,0,1,0,0,0,1,1,0,1
359,7,2003,2003,500.0,0,0,495,1922,3,7,1,2003.0,2,672,0,0,0,0,0,0,0,0,0
360,6,1972,2007,510.0,162,483,483,987,1,5,0,1972.0,1,264,0,1,0,0,0,0,1,0,1
361,6,1976,1976,120.0,712,796,790,1574,2,6,1,1976.0,2,566,0,1,0,1,0,1,0,1,0
362,5,1920,1997,0.0,456,672,672,1344,1,6,0,1964.0,1,468,0,1,0,0,0,1,1,0,1
363,6,1963,1963,247.0,609,1394,1394,1394,1,6,2,1963.0,2,514,0,1,0,0,0,1,0,0,0
364,6,1962,1962,305.0,371,1099,1431,1431,1,6,1,1962.0,1,296,0,1,0,1,0,1,0,0,0
365,5,1954,1954,200.0,540,1268,1268,1268,1,7,1,1954.0,1,244,0,1,0,0,0,1,0,1,0
366,5,1959,2006,0.0,72,1063,1287,1287,1,7,1,1997.0,2,576,0,1,0,0,0,0,0,1,0
367,6,2000,2000,0.0,0,953,953,1664,2,7,1,2000.0,2,460,0,1,0,0,0,1,0,0,0
368,4,1959,1959,0.0,0,0,1120,1588,2,7,1,1991.0,2,680,0,1,0,0,0,1,0,1,0
369,6,1984,1984,0.0,623,744,752,752,1,4,0,1984.0,1,264,0,1,0,0,0,1,1,0,1
370,5,1953,1953,0.0,428,608,1319,1319,1,5,0,1953.0,1,270,0,1,0,0,0,1,1,0,1
371,7,2003,2004,0.0,0,847,847,1928,2,8,1,2003.0,2,434,0,0,0,0,0,0,0,1,0
372,1,1922,1950,0.0,350,683,904,904,0,4,0,1978.5061638868744,0,0,0,0,0,0,0,0,1,0,0
373,5,1996,1996,0.0,298,870,914,914,1,5,0,1998.0,2,576,0,0,0,1,0,1,1,0,1
374,8,2004,2005,0.0,0,1580,1580,2466,3,8,1,2004.0,2,610,0,0,0,0,0,0,0,0,0
375,9,2010,2010,350.0,1445,1856,1856,1856,1,8,1,2010.0,3,834,0,0,1,1,1,0,0,1,0
376,6,2000,2000,16.0,0,982,1007,1800,2,7,1,2000.0,2,463,0,1,0,0,0,1,0,1,0
377,5,1924,1950,0.0,218,1026,1026,1691,2,6,1,1924.0,1,308,0,1,0,0,0,0,0,0,1
378,7,2006,2006,0.0,0,1293,1301,1301,2,5,1,2006.0,2,572,0,0,0,0,0,0,0,0,0
379,7,2006,2006,0.0,0,939,939,1797,2,8,0,2006.0,2,639,0,0,0,0,0,0,1,0,0
380,6,1928,1950,0.0,0,784,784,784,1,5,0,1950.0,2,360,0,1,0,0,0,1,1,0,1
381,6,1992,1992,0.0,985,1580,1079,1953,2,9,2,1992.0,2,501,0,0,0,1,0,0,0,1,0
382,8,2004,2005,16.0,24,1256,1269,1269,2,6,1,2004.0,2,430,0,0,0,1,0,0,0,1,0
383,5,1910,1996,0.0,0,658,658,1184,1,8,0,1978.5061638868744,0,0,0,1,0,0,0,1,1,0,0
384,6,1976,1976,255.0,631,1041,1125,1125,1,6,1,1977.0,1,352,0,1,0,0,0,1,0,0,1
385,7,1999,2000,125.0,0,1468,1479,1479,2,6,0,1999.0,2,577,0,0,0,0,0,0,1,0,0
386,10,2007,2008,272.0,1280,1682,1742,2332,2,9,1,2008.0,3,846,1,0,1,1,1,0,0,1,0
387,5,1900,1950,0.0,241,861,961,1367,1,7,0,1978.0,1,384,0,1,0,0,0,1,1,0,1
388,6,2001,2002,0.0,690,804,804,1961,2,7,1,2001.0,2,560,0,1,1,0,0,0,0,1,0
389,5,1959,1959,0.0,0,0,882,882,1,5,0,1959.0,1,294,0,1,0,0,0,1,1,0,0
390,4,1941,1950,0.0,266,788,788,788,1,4,2,1978.5061638868744,0,0,0,1,0,0,0,1,0,0,0
391,5,1940,1950,0.0,0,735,735,1034,1,5,0,1940.0,1,240,0,1,0,0,0,1,1,0,1
392,5,1956,1956,0.0,739,1144,1144,1144,1,6,0,1956.0,1,596,0,1,0,0,0,1,1,0,1
393,5,1972,1972,0.0,777,894,894,894,1,6,0,1985.0,2,600,0,1,0,0,0,1,1,0,0
394,5,1962,1962,288.0,540,864,876,1812,2,8,1,1962.0,1,264,0,1,0,0,0,1,0,0,0
395,5,1920,1950,0.0,0,961,1077,1077,1,6,0,1920.0,1,338,0,1,0,0,0,1,1,0,1
396,7,2006,2007,100.0,812,1092,1112,1550,2,7,0,2007.0,2,438,0,0,0,1,0,0,1,1,0
397,8,1996,1996,0.0,786,1260,1288,1288,1,4,2,1996.0,2,500,0,0,0,1,1,0,0,1,0
398,7,2005,2005,0.0,24,1310,1310,1310,2,6,1,2005.0,2,400,0,0,0,1,0,0,0,1,0
399,5,1940,1997,0.0,0,672,672,672,1,4,0,1940.0,1,240,0,1,0,0,0,1,1,0,1
400,8,1998,1998,650.0,0,1141,1165,2263,2,10,1,1998.0,2,420,0,0,0,0,0,0,0,1,0
401,6,1995,1996,0.0,0,806,806,1572,2,7,1,1995.0,2,373,0,1,0,0,0,1,0,1,0
402,4,1976,1993,0.0,1116,1281,1620,1620,2,8,1,1993.0,2,490,0,1,0,0,0,1,0,0,1
403,6,1936,1950,0.0,0,1064,1166,1639,1,6,0,1936.0,1,240,0,1,0,0,0,1,1,0,1
404,6,1915,1976,0.0,0,840,840,1680,2,8,0,1960.0,1,308,0,1,0,0,0,1,1,0,1
405,7,2006,2006,350.0,0,1063,1071,2172,2,9,1,2006.0,3,947,0,0,1,0,0,0,0,0,0
406,8,2007,2008,100.0,789,1034,1050,2078,2,8,1,2008.0,3,836,0,0,1,1,1,0,0,1,0
407,5,1958,1958,0.0,0,1276,1276,1276,1,5,0,1958.0,1,350,0,1,0,0,0,1,1,0,1
408,5,1955,1955,0.0,1056,1056,1056,1056,1,5,0,1955.0,2,572,0,1,0,0,0,1,1,1,0
409,7,2009,2009,432.0,578,1470,1478,1478,2,7,1,2009.0,2,484,1,0,1,1,0,0,0,1,0
410,5,1927,1950,0.0,0,1008,1028,1028,1,5,1,1927.0,2,360,0,1,0,0,0,1,0,0,1
411,7,1993,1993,0.0,50,1080,1080,2097,2,9,1,1993.0,3,678,0,0,0,0,0,0,0,0,1
412,7,2007,2007,0.0,24,1340,1340,1340,2,6,0,2007.0,2,396,0,0,0,1,0,0,1,1,0
413,6,1978,1978,203.0,209,672,672,1400,1,6,1,1978.0,2,440,0,1,0,0,0,1,0,1,0
414,6,1918,1950,0.0,1128,1370,1370,2624,2,10,1,1918.0,3,864,0,1,0,0,0,1,0,0,1
415,5,1940,1950,0.0,312,756,756,1134,1,7,0,1940.0,1,240,0,1,0,0,0,1,1,0,1
416,5,1968,1968,0.0,775,1056,1056,1056,1,6,1,1968.0,1,304,0,1,0,0,0,1,0,0,1
417,7,1997,1998,200.0,1309,1344,1344,1344,2,8,0,1997.0,4,784,0,1,0,1,0,1,1,1,0
418,6,1977,2000,126.0,1246,1602,1602,1602,2,8,1,1977.0,2,529,0,0,0,0,0,0,0,1,0
419,5,1954,1954,0.0,0,988,988,988,1,4,0,1954.0,2,520,0,1,0,0,0,1,1,0,0
420,8,1998,1998,473.0,986,1470,1470,2630,2,8,1,1998.0,3,696,0,0,0,1,0,0,0,1,0
421,6,1956,1956,74.0,616,1196,1196,1196,1,6,1,1956.0,1,297,0,1,0,0,0,1,0,0,0
422,7,1946,1992,0.0,0,651,707,1389,1,6,2,1947.0,1,240,0,1,0,0,0,1,0,0,1
423,7,1989,1989,145.0,1518,1518,1644,1644,2,5,1,1989.0,2,569,0,0,0,1,0,0,0,1,0
424,4,1957,1957,0.0,288,907,907,907,1,5,0,1964.0,1,352,0,1,0,0,0,1,1,0,1
425,7,2007,2007,108.0,664,1208,1208,1208,2,6,0,2007.0,2,628,0,0,0,1,0,0,1,0,0
426,6,1988,1988,0.0,1005,1392,1412,1412,2,6,1,1988.0,2,576,0,1,0,1,0,0,0,0,1
427,6,1971,1971,232.0,387,483,483,987,1,4,0,1971.0,1,264,0,1,0,0,0,1,1,0,1
428,6,1920,1998,0.0,0,901,1088,1198,1,7,0,1978.5061638868744,0,0,0,1,0,0,0,1,1,0,0
429,5,1971,1971,376.0,471,765,765,1365,1,6,0,1971.0,2,440,0,1,0,0,0,1,1,0,1
430,6,1997,1998,0.0,0,926,926,1604,2,7,1,1997.0,2,470,0,1,0,0,0,1,0,1,0
431,4,1972,1972,0.0,495,630,630,630,1,3,0,1978.5061638868744,0,0,0,1,0,0,0,1,1,0,0
432,7,1996,1996,0.0,385,799,827,1661,2,6,1,1996.0,2,550,0,0,0,1,0,0,0,0,0
433,6,1920,1950,0.0,0,648,734,1118,1,6,0,1990.0,2,440,0,1,0,0,0,1,1,0,1
434,6,1926,2004,0.0,0,884,904,904,1,4,0,1926.0,1,180,0,0,0,0,0,1,1,0,1
435,5,1913,2002,0.0,365,440,694,694,1,4,1,1990.0,1,352,0,1,0,0,0,0,0,0,1
436,6,1920,2000,0.0,0,684,684,1196,1,7,0,2005.0,2,528,0,1,0,0,0,0,1,0,1
437,10,2008,2008,200.0,1767,3094,2402,2402,2,10,2,2008.0,3,672,1,0,1,1,1,0,0,1,0
438,4,1955,1955,270.0,133,1440,1440,1440,2,8,0,1978.5061638868744,0,0,0,1,0,0,0,0,1,0,0
439,5,1930,1992,0.0,0,1078,1128,1573,2,8,1,1930.0,2,360,0,1,0,0,0,1,0,0,1
440,7,2006,2007,72.0,0,1258,1258,1258,2,6,1,2007.0,3,648,0,0,1,0,0,0,0,1,0
441,7,1994,1995,0.0,642,915,933,1908,2,8,1,1994.0,2,493,0,0,0,1,0,0,0,0,1
442,6,1956,1956,0.0,0,1436,1689,1689,1,7,1,1956.0,2,480,0,1,0,0,0,1,0,0,1
443,6,1966,2002,0.0,247,1517,1888,1888,2,6,1,1966.0,2,578,0,0,0,0,0,0,0,1,0
444,7,1998,1999,0.0,0,930,956,1886,2,10,1,1998.0,2,431,0,0,0,0,0,0,0,1,0
445,6,1937,1950,0.0,0,780,780,1376,2,7,1,1937.0,1,198,0,1,0,0,0,1,0,0,1
446,3,1948,2002,0.0,331,649,679,1183,1,6,0,1981.0,1,308,0,1,0,0,0,1,1,0,1
447,6,1930,2005,0.0,0,813,813,813,1,5,0,1932.0,1,270,0,1,0,0,0,0,1,0,1
448,7,1975,1975,0.0,655,1533,1533,1533,2,5,2,1975.0,2,576,0,1,0,0,0,0,0,0,1
449,6,1996,1997,42.0,742,872,888,1756,2,7,0,1996.0,2,422,0,0,1,0,0,1,1,1,0
450,8,2008,2008,0.0,0,768,786,1590,2,6,0,2008.0,2,676,0,0,0,0,0,0,1,0,0
451,5,1976,1976,0.0,1606,1728,1728,1728,2,8,0,1976.0,2,560,0,1,0,0,0,1,1,0,1
452,7,1973,1973,320.0,916,1242,1242,1242,1,6,1,1973.0,2,528,0,1,0,0,0,1,0,0,1
453,5,1916,1950,0.0,0,624,624,1344,1,7,0,1916.0,3,513,0,1,0,0,0,1,1,0,1
454,4,1954,1994,0.0,1116,1364,1663,1663,1,6,2,1954.0,2,529,0,1,0,0,0,0,0,1,0
455,8,1925,1996,0.0,0,588,833,1666,1,7,1,1925.0,1,228,0,1,0,0,0,0,0,0,1
456,5,1950,1950,161.0,185,709,979,1203,1,5,1,1950.0,1,352,0,1,0,0,0,0,0,0,1
457,8,2009,2009,110.0,544,832,832,1935,2,8,0,2009.0,2,552,0,0,0,1,0,1,1,1,0
458,7,1936,2007,0.0,350,560,575,1135,1,6,0,1971.0,2,576,0,0,0,0,0,0,1,0,0
459,5,1965,1965,0.0,553,864,864,864,1,5,1,1965.0,1,360,0,1,0,0,0,1,0,0,1
460,6,1934,1995,0.0,326,715,849,1660,1,6,1,1939.0,1,240,0,1,0,0,0,1,0,0,1
461,5,1978,1978,136.0,616,1040,1040,1040,2,5,0,1978.5061638868744,0,0,0,1,0,0,0,1,1,0,0
462,7,2004,2004,18.0,0,1375,1414,1414,2,6,1,2004.0,2,398,0,0,0,0,0,0,0,1,0
463,7,1970,1970,0.0,778,1277,1277,1277,1,5,1,1970.0,2,526,0,1,0,1,0,1,0,0,1
464,5,1942,1995,224.0,386,728,888,1644,1,7,2,1942.0,1,312,0,1,0,0,0,0,0,0,1
465,8,2006,2006,248.0,0,1626,1634,1634,2,7,1,2006.0,3,866,0,0,0,0,0,0,0,0,0
466,6,1993,1993,120.0,426,832,832,1710,2,7,0,1993.0,2,506,0,0,0,1,0,0,1,0,0
467,8,1985,1985,0.0,368,1488,1502,1502,1,4,0,1985.0,2,528,0,0,0,1,0,0,1,0,0
468,7,1977,1977,0.0,0,808,1161,1969,2,8,1,1977.0,2,534,0,1,0,0,0,1,0,0,0
469,6,2005,2005,80.0,459,547,1072,1072,1,5,0,2005.0,2,525,0,1,0,1,0,1,1,0,0
470,8,2006,2007,304.0,1350,1976,1976,1976,2,7,1,2006.0,3,908,0,0,1,1,0,0,0,0,0
471,8,2000,2000,0.0,1196,1494,1652,1652,2,6,0,2000.0,2,499,0,0,0,1,1,0,1,0,0
472,5,1963,1963,0.0,630,970,970,970,1,5,0,1996.0,2,624,0,1,0,1,0,1,1,0,1
473,6,1997,1998,215.0,994,1478,1493,1493,2,7,1,1997.0,2,508,0,1,0,1,0,0,0,1,0
474,9,2006,2006,772.0,0,2153,2069,2643,2,9,1,2006.0,3,694,1,0,0,0,1,0,0,1,0
475,8,2007,2008,336.0,1288,1705,1718,1718,2,7,1,2007.0,3,826,0,0,1,1,0,0,0,0,0
